call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000088,HCP_00546,REP_011,2024-01-13,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.,"HCP discussed new indication, formulary restrictions, and study results, showing high interest in the product.",High,"New Indication, Access / Prior Auth, Efficacy",Share copay info,False,False
CALL_000089,HCP_03956,REP_053,2024-03-09,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.,"HCP discussed side effect management and needs more data, shared copay info.",Medium,"Safety, Efficacy",Share copay info,False,False
CALL_000090,HCP_03954,REP_052,2024-01-31,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,"HCP discussed new indication, mentioned competitor, and showed low interest in the product.",Low,"New Indication, Efficacy",Schedule follow-up visit,False,True
CALL_000091,HCP_02931,REP_070,2024-03-28,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.,"HCP discussed side effect management and needs more data, shared copay info.",Medium,"Safety, Efficacy",Share copay info,False,False
CALL_000092,HCP_04658,REP_040,2024-01-19,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,"HCP discussed new indication, workflow complexity, and study results, showing high interest.",High,"New Indication, Efficacy",Connect with MSL,False,False
CALL_000093,HCP_02336,REP_017,2024-03-14,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,"HCP discussed patient support program and study results, aligned on providing starter kits.",High,"Patient Support Program, Efficacy",Provide starter kits,False,False
CALL_000094,HCP_02064,REP_008,2024-01-17,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.,"HCP discussed safety concerns and high cost, with high interest level in the product.",High,"Safety, Access / Prior Auth",Schedule follow-up visit,False,False
CALL_000095,HCP_02715,REP_059,2024-01-03,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.,"HCP discussed patient support program and study results, showing medium interest.",Medium,"Patient Support Program, Efficacy",Share copay info,False,True
CALL_000096,HCP_03844,REP_010,2024-01-10,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,"HCP discussed efficacy improvement and cost concerns, aligning on sending clinical reprint.",Medium,"Efficacy, Access / Prior Auth",Send clinical reprint,False,False
CALL_000097,HCP_04738,REP_066,2024-01-22,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.,"HCP discussed access and prior auth issues, and showed low interest in the product.",Low,"Access / Prior Auth, Efficacy",Connect with MSL,False,False
CALL_000098,HCP_03538,REP_058,2024-02-27,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,"HCP discussed new indication and study results, showing medium interest.",Medium,"New Indication, Efficacy",Connect with MSL,False,False
CALL_000099,HCP_01422,REP_071,2024-01-24,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.,"HCP discussed efficacy improvement and formulary restrictions, aligning to wait for formulary decision.",High,"Efficacy, Access / Prior Auth",Wait for formulary decision,False,False
CALL_000100,HCP_04178,REP_018,2024-02-06,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,"HCP discussed side effect management, cost, and study results, with a medium interest level in the product.",Medium,"Safety, Efficacy",Send clinical reprint,True,False
CALL_000101,HCP_04852,REP_009,2024-01-25,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.,"HCP discussed safety concerns and high cost, aligned on sending clinical reprint.",High,"Safety, Efficacy",Send clinical reprint,False,False
CALL_000102,HCP_00087,REP_077,2024-01-03,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.,"HCP discussed side effect management, workflow complexity, and study results, with high interest in the product.",High,"Safety, Efficacy",Share copay info,False,False
CALL_000103,HCP_03359,REP_068,2024-01-16,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.,"HCP discussed side effect management, formulary restrictions, and study results, with low interest in the product.",Low,"Safety, Access / Prior Auth",Wait for formulary decision,True,False
CALL_000104,HCP_04205,REP_068,2024-01-08,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,"HCP discussed efficacy improvement and cost concerns, awaiting formulary decision.",Medium,"Efficacy, Access / Prior Auth",Wait for formulary decision,False,False
CALL_000105,HCP_02178,REP_058,2024-02-05,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,"HCP discussed access/prior auth, prefers competitor, and has low interest in product.",Low,"Access / Prior Auth, Efficacy",Schedule follow-up visit,False,True
CALL_000106,HCP_01648,REP_054,2024-01-16,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,"HCP discussed patient support program and study results, aligned on providing starter kits.",High,"Patient Support Program, Efficacy",Provide starter kits,False,False
