call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_000141,HCP_01869,REP_033,2024-04-06,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.
CALL_000142,HCP_03287,REP_032,2024-03-12,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_000143,HCP_02526,REP_054,2024-01-05,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_000144,HCP_04222,REP_009,2024-01-08,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_000145,HCP_02253,REP_034,2024-04-12,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_000146,HCP_04714,REP_007,2024-01-10,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_000147,HCP_03872,REP_013,2024-01-23,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_000148,HCP_04599,REP_042,2024-01-09,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_000149,HCP_02918,REP_068,2024-03-24,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_000150,HCP_03667,REP_015,2024-02-17,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_000151,HCP_03329,REP_062,2024-03-13,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_000152,HCP_04369,REP_039,2024-01-09,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_000153,HCP_00524,REP_077,2024-03-15,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_000154,HCP_02156,REP_005,2024-04-27,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_000155,HCP_00145,REP_002,2024-02-12,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.
CALL_000156,HCP_02146,REP_074,2024-01-04,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_000157,HCP_03465,REP_063,2024-01-02,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_000158,HCP_00883,REP_060,2024-01-30,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_000159,HCP_00579,REP_029,2024-01-01,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
CALL_000160,HCP_03735,REP_018,2024-02-13,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_000161,HCP_01569,REP_058,2024-06-25,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_000162,HCP_01872,REP_049,2024-01-28,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.
CALL_000163,HCP_04595,REP_061,2024-01-26,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_000164,HCP_04654,REP_022,2024-01-17,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_000165,HCP_04287,REP_018,2024-02-16,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_000166,HCP_04565,REP_074,2024-04-24,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_000167,HCP_00312,REP_055,2024-03-02,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.
CALL_000168,HCP_00955,REP_017,2024-01-21,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_000169,HCP_01486,REP_001,2024-01-15,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_000170,HCP_03914,REP_021,2024-01-31,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_000171,HCP_04320,REP_008,2024-02-25,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_000172,HCP_01362,REP_018,2024-01-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_000173,HCP_01167,REP_013,2024-02-04,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.
